"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_cfgMagazines_real_Mag_AK74_45Rnd0","45rd AK-74 Mag","45rd AK-74 Mag","Zásobník AK-74, 45 ran","45-Schuss-AK-74-Magazin","Магазин АК-74, 45 пат.","Magazynek AK-74, 45-n.","45rd AK-74 Mag","Caricatore AK-74 45 clp","Cargador AK-74, 45 p.","Chargeur 45 balles AK-74","45 發 AK-74 彈匣","45rd AK-74 マガジン","Carregador 45 mun. AK-74","45 发 AK-74 弹匣",
"STR_cfgMagazines_real_Mag_AK74_45Rnd1","Detachable box magazine for AK-74 assault rifles. Holds up to 45 rounds of 5.45x39mm.","Detachable box magazine for AK-74 assault rifles. Holds up to 45 rounds of 5.45x39mm.","Odnímatelný schránkový zásobník na útočnou pušku AK-74. Pojme až 45 nábojů ráže 5,45x39 mm.","Abnehmbares Kastenmagazin für das AK-74-Sturmgewehr. Fasst bis zu 45 Schuss 5,45x39mm-Munition.","Съемный коробчатый магазин для автомата АК-74. Вмещает до 45 патронов калибра 5,45x39 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego AK-74. Mieści 45 naboi 5,45x39 mm.","Detachable box magazine for AK-74 assault rifles. Holds up to 45 rounds of 5.45x39mm.","Caricatore estraibile per fucile d’assalto AK-74. Contiene fino a 45 munizioni calibro 5.45x39 mm.","Un cargador desmontable para fusiles de asalto AK-74. Contiene hasta 45 proyectiles de 5,45x39 mm.","Un chargeur amovible pour fusil d'assaut AK-74. Contient jusqu'à 45 balles de calibre 5,45x39 mm.","可拆卸式盒裝彈匣，適用 AK-74 突擊步槍。最多能裝 45 發 5.45x39mm 子彈。","AK-74 アサルトライフルのための着脱式箱弾倉。5.45x39mm を最大 45 発装填できる。","Carregador tipo caixa destacável para fuzis de assalto AK-74. Armazena até 45 munições calibre 5.45x39mm.","AK-74 突击步枪的可拆卸盒式弹匣。可容纳最多 45 发 5.45x39 毫米子弹。",
"STR_cfgMagazines_real_Mag_AKM_30Rnd0","30rd AKM Mag","30rd AKM Mag","Zásobník AKM, 30 ran","30-Schuss-AKM-Magazin","Магазин АКМ, 30 пат.","Magazynek AKM, 30-n.","30rd AKM Mag","Caricatore AKM 30 clp","Cargador AKM, 30 p.","Chargeur 30 balles AKM","30 發 AKM 彈匣","30rd AKM マガジン","Carregador 30 mun. AKM","30 发 AKM 弹匣",
"STR_cfgMagazines_real_Mag_AKM_30Rnd1","Detachable box magazine for the AKM assault rifle. Holds up to 30 rounds of 7.62x39mm.","Detachable box magazine for the AKM assault rifle. Holds up to 30 rounds of 7.62x39mm.","Odnímatelný schránkový zásobník na útočnou pušku AKM. Pojme až 30 nábojů ráže 7,62x39 mm.","Abnehmbares Kastenmagazin für das AKM-Sturmgewehr. Fasst bis zu 30 Schuss 7,62x39mm-Munition.","Съемный коробчатый магазин для автомата АКМ. Вмещает до 30 патронов калибра 7,62x39 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego AKM. Mieści 30 naboi 7,62x39 mm.","Detachable box magazine for the AKM assault rifle. Holds up to 30 rounds of 7.62x39mm.","Caricatore estraibile per fucile d’assalto AKM. Contiene fino a 30 munizioni calibro 7.62x39 mm.","Un cargador desmontable para el fusil de asalto AKM. Contiene hasta 30 proyectiles de 7,62x39 mm.","Un chargeur amovible pour fusil d'assaut AKM. Contient jusqu'à 30 balles de calibre 7,62x39 mm R.","可拆卸式盒裝彈匣，適用 AKM 突擊步槍。最多能裝 30 發 7.62x39mm 子彈。","AKM  アサルトライフルのための取り外し可能な箱弾倉。7.62x39mm を最大 30 発装填できる。","Carregador tipo caixa destacável para fuzil de assalto AKM. Armazena até 30 munições calibre 7.62x39mm.","AKM 突击步枪的可拆卸弹匣。可容纳最多 30 发 7.62x39mm 子弹。",
"STR_cfgMagazines_real_Mag_AKM_Drum75Rnd0","75rd AKM Drum Mag","75rd AKM Drum Mag","Bubnový zásobník AKM, 75 ran","75-Schuss-AKM-Tr.-Magazin","Брб. магазин АКМ, 75 пат","Magazynek (bębn.), AKM, 75-n.","75rd AKM Drum Mag","Caricatore tamb. AKM 75 clp","Cargador tambor AKM, 75 p.","Tambour 75 balles AKM","75 發 AKM 弹鼓","75rd AKM マガジン","Carregador 75 mun. tambor AKM","75 发 AKM 弹鼓",
"STR_cfgMagazines_real_Mag_AKM_Drum75Rnd1","Detachable drum magazine for the AKM assault rifle. Holds up to 75 rounds of 7.62x39mm.","Detachable drum magazine for the AKM assault rifle. Holds up to 75 rounds of 7.62x39mm.","Odnímatelný bubnový zásobník na útočnou pušku AKM. Pojme až 75 nábojů ráže 7,62x39 mm.","Abnehmbares Kastenmagazin für das AKM-Sturmgewehr. Fasst bis zu 75 Schuss 7,62x39mm-Munition.","Съемный барабанный магазин для автомата АКМ. Вмещает до 75 патронов калибра 7,62x39 мм.","Zewnętrzny magazynek bębnowy do karabinu szturmowego AKM. Mieści 75 naboi 7,62x39 mm.","Detachable drum magazine for the AKM assault rifle. Holds up to 75 rounds of 7.62x39mm.","Caricatore a tamburo estraibile per fucile d’assalto AKM. Contiene fino a 75 munizioni calibro 7.62x39 mm.","Un cargador desmontable para el fusil de asalto AKM. Contiene hasta 75 proyectiles de 7,62x39 mm.","Un chargeur amovible à tambour pour fusil d'assaut AKM. Contient jusqu'à 75 balles de calibre 7,62x39 mm.","可拆卸式彈鼓，適用 AKM 突擊步槍。最多能裝 75 發 7.62x39mm 子彈。","AKM  アサルトライフルのための取り外し可能な箱弾倉。7.62x39mm を最大 75 発装填できる。","Carregador tipo tambor destacável para fuzil de assalto AKM. Armazena até 75 munições calibre 7.62x39mm.","AKM 突击步枪的可拆卸弹鼓。可容纳最多 75 发 7.62x39 毫米子弹。",
"STR_cfgMagazines_real_Mag_AKM_Palm30Rnd0","30rd AKM Polymer Mag","30rd AKM Polymer Mag","Zásobník AKM, 30 ran","30-Schuss-AKM-Polymermagazin","Плм. магазин АКМ, 30 пат.","Magazynek AKM polimer., 30-n.","30rd AKM Polymer Mag","Caricatore polim. AKM 30 clp","Cargador polímero AKM, 30 p.","Chargeur poly. 30 balles AKM","30 發 AKM 聚合物彈匣","30rd AKM マガジン","Carregador 30 mun. polímero AKM","30 发 AKM 聚合物弹匣",
"STR_cfgMagazines_real_Mag_AKM_Palm30Rnd1","Detachable polymer magazine for the AKM assault rifle. Holds up to 30 rounds of 7.62x39mm.","Detachable polymer magazine for the AKM assault rifle. Holds up to 30 rounds of 7.62x39mm.","Odnímatelný polymerový zásobník na útočnou pušku AKM. Pojme až 30 nábojů ráže 7,62x39 mm.","Abnehmbares Polymermagazin für das AKM-Sturmgewehr. Fasst bis zu 30 Schuss 7,62x39mm-Munition.","Съемный полимерный магазин для автомата АКМ. Вмещает до 30 патронов калибра 7,62x39 мм.","Zewnętrzny magazynek polimerowy do karabinu szturmowego AKM. Mieści 30 naboi 7,62x39 mm.","Detachable polymer magazine for the AKM assault rifle. Holds up to 30 rounds of 7.62x39mm.","Caricatore estraibile in polimeri per fucile d’assalto AKM. Contiene fino a 30 munizioni calibro 7.62x39 mm.","Un cargador de polímero desmontable para el fusil de asalto AKM. Contiene hasta 30 proyectiles de 7,62x39 mm.","Un chargeur amovible en polymère pour fusil d'assaut AKM. Contient jusqu'à 30 balles de calibre 7,62x39 mm.","可拆卸式聚合物彈匣，適用 AKM 突擊步槍。最多能裝 30 發 7.62x39mm 子彈。","AKM  アサルトライフルのための取り外し可能な箱弾倉。7.62x39mm を最大 30 発装填できる。","Carregador de polímero destacável para fuzil de assalto AKM. Armazena até 30 munições calibre 7.62x39mm.","AKM 突击步枪的可拆卸聚合物弹匣。可容纳最多 30 发 7.62x39 毫米子弹。",
"STR_cfgMagazines_real_Mag_AUG_30Rnd0","30rd AUG Mag","30rd AUG Mag","Zásobník AUG, 30 ran","30-Schuss-AUG-Magazin","Магазин AUG, 30 пат.","Magazynek AUG, 30-n.","30rd AUG Mag","Caricatore AUG 30 clp","Cargador AUG, 30 p.","Chargeur 30 balles AUG","30 發 AUG 彈匣","30rd AUG マガジン","Carregador 30 mun. AUG","30 发 AUG 弹匣",
"STR_cfgMagazines_real_Mag_AUG_30Rnd1","Detachable box magazine for AUG assault rifles. Holds up to 30 rounds of 5.56x45mm.","Detachable box magazine for AUG assault rifles. Holds up to 30 rounds of 5.56x45mm.","Odnímatelný schránkový zásobník na útočné pušky AUG. Pojme až 30 nábojů ráže 5,56x45 mm.","Abnehmbares Kastenmagazin für das AUG-Sturmgewehr. Fasst bis zu 30 Schuss 5,56x45mm-Munition.","Съемный коробчатый магазин для штурмовых винтовок AUG. Вмещает до 30 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego AUG. Mieści 30 naboi 5,56x45 mm.","Detachable box magazine for AUG assault rifles. Holds up to 30 rounds of 5.56x45mm.","Caricatore estraibile per fucili d’assalto AUG. Contiene fino a 30 munizioni calibro 5.56x45 mm.","Un cargador desmontable para fusiles de asalto AUG. Contiene hasta 30 proyectiles de 5,56x45 mm.","Un chargeur amovible pour fusil d'assaut AUG. Contient jusqu'à 30 balles de calibre 5,56x45 mm.","可拆卸式盒裝彈匣，適用於 AUG 突擊步槍。最多能裝 30 發 5.56x45mm 彈藥。","AUG アサルトライフルのための着脱式箱弾倉。5.56x45mm を最大 30 発装填できる。","Carregador tipo caixa destacável para fuzis de assalto AUG. Armazena até 30 munições calibre 5.56x45mm.","AUG 突击步枪的可拆卸盒式弹匣。可容纳最多 30 发 5.56x45 毫米子弹。",
"STR_cfgMagazines_real_Mag_CMAG_10Rnd0","10rd Pmag Mag","10rd Pmag Mag","Zásobník Pmag, 10 ran","10-Schuss-Pmag-Magazin","Магазин Pmag, 10 пат.","Magazynek Pmag, 10-n.","10rd Pmag Mag","Caricatore Pmag 10 clp","Cargador Pmag, 10 p.","Chargeur 10 balles Pmag","10 發 Pmag 彈匣","10rd Pmag マガジン","Carregador 10 mun. Pmag","10 发 Pmag 弹匣",
"STR_cfgMagazines_real_Mag_CMAG_10Rnd1","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 10 rounds of 5.56x45mm.","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 10 rounds of 5.56x45mm.","Odnímatelný náhradní schránkový zásobník do odpovídajících útočných pušek aliančních sil. Pojme až 10 nábojů ráže 5,56x45 mm.","Abnehmbares Aftermarket-Kastenmagazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 10 Schuss 5,56x45mm-Munition.","Съемный нештатный коробчатый магазин для штурмовых винтовок состоящих на вооружении сил NATO. Вмещает до 10 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy z rynku wtórnego do karabinów szturmowych używanych przez siły przymierza. Mieści 10 naboi 5,56x45 mm.","Detachable aftermarket box magazine for compliant assault rifles used by alliance forces. Holds up to 10 rounds of 5.56x45mm.","Caricatore estraibile aftermarket per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 10 munizioni calibro 5.56x45 mm.","Un cargador desmontable no oficial para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 10 proyectiles de 5,56x45 mm.","Un chargeur amovible d’accessoiriste pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 10 balles de calibre 5,56x45 mm.","標準彈匣，適用於盟軍的某些突擊步槍。最多能裝 10 發 5.56x45mm 子彈。","同盟軍によって使用される、規約に準拠したアサルトライフルのための取り外し可能なアフターマーケットの箱弾倉。5.56x45mm を最大 10 発装填できる。","Carregador tipo caixa destacável de segunda mão para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 10 munições calibre 5;56x45mm.","联盟部队使用的兼容式突击步枪的可拆卸售后市场盒式弹匣。可容纳最多10发5.56x45毫米子弹。",
"STR_cfgMagazines_real_Mag_CMAG_20Rnd0","20rd Pmag Mag","20rd Pmag Mag","Zásobník Pmag, 20 ran","20-Schuss-Pmag-Magazin","Магазин Pmag, 20 пат.","Magazynek Pmag, 20-n.","20rd Pmag Mag","Caricatore Pmag 20 clp","Cargador Pmag, 20 p.","Chargeur 20 balles Pmag","20 發 Pmag 彈匣","20rd Pmag マガジン","Carregador 20 mun. Pmag","20 发 Pmag 弹匣",
"STR_cfgMagazines_real_Mag_CMAG_20Rnd1","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 20 rounds of 5.56x45mm.","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 20 rounds of 5.56x45mm.","Odnímatelný náhradní schránkový zásobník do odpovídajících útočných pušek aliančních sil. Pojme až 20 nábojů ráže 5,56x45 mm.","Abnehmbares Aftermarket-Kastenmagazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 20 Schuss 5,56x45mm-Munition.","Съемный нештатный коробчатый магазин для штурмовых винтовок состоящих на вооружении сил NATO. Вмещает до 20 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy z rynku wtórnego do karabinów szturmowych używanych przez siły przymierza. Mieści 20 naboi 5,56x45 mm.","Detachable aftermarket box magazine for compliant assault rifles used by alliance forces. Holds up to 20 rounds of 5.56x45mm.","Caricatore estraibile aftermarket per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 20 munizioni calibro 5.56x45 mm.","Un cargador desmontable no oficial para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 20 proyectiles de 5,56x45 mm.","Un chargeur amovible d'accessoiriste pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 20 balles de calibre 5,56x45 mm.","可拆卸式雜牌彈匣，適用於盟軍的某些突擊步槍。最多能裝 20 發 5.56x45mm 子彈。","同盟軍によって使用される、規約に準拠したアサルトライフルのための取り外し可能なアフターマーケットの箱弾倉。5.56x45mm を最大 20 発装填できる。","Carregador tipo caixa destacável de segunda mão para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 20 munições calibre 5.56x45mm.","联盟部队使用的兼容式突击步枪的可拆卸售后市场盒式弹匣。可容纳最多20发5.56x45毫米子弹。",
"STR_cfgMagazines_real_Mag_CMAG_30Rnd0","30rd Pmag Mag","30rd Pmag Mag","Zásobník Pmag, 30 ran","30-Schuss-Pmag-Magazin","Магазин Pmag, 30 пат.","Magazynek Pmag, 30-n.","30rd Pmag Mag","Caricatore Pmag 30 clp","Cargador Pmag, 30 p.","Chargeur 30 balles Pmag","30 發 Pmag 彈匣","30rd Pmag マガジン","Carregador 30 mun. Pmag","30 发 Pmag 弹匣",
"STR_cfgMagazines_real_Mag_CMAG_30Rnd1","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 30 rounds of 5.56x45mm.","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 30 rounds of 5.56x45mm.","Odnímatelný náhradní schránkový zásobník do odpovídajících útočných pušek aliančních sil. Pojme až 30 nábojů ráže 5,56x45 mm.","Abnehmbares Aftermarket-Kastenmagazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 30 Schuss 5,56x45mm-Munition.","Съемный нештатный коробчатый магазин для штурмовых винтовок состоящих на вооружении сил NATO. Вмещает до 30 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy z rynku wtórnego do karabinów szturmowych używanych przez siły przymierza. Mieści 30 naboi 5,56x45 mm.","Detachable aftermarket box magazine for compliant assault rifles used by alliance forces. Holds up to 30 rounds of 5.56x45mm.","Caricatore estraibile aftermarket per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 30 munizioni calibro 5.56x45 mm.","Un cargador desmontable no oficial para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 30 proyectiles de 5,56x45 mm.","Un chargeur amovible d'accessoiriste pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 30 balles de calibre 5,56x45 mm.","可拆卸式雜牌彈匣，適用於盟軍的某些突擊步槍。最多能裝 30 發 5.56x45mm 子彈。","同盟軍によって使用される、規約に準拠したアサルトライフルのための取り外し可能なアフターマーケットの箱弾倉。5.56x45mm を最大 30 発装填できる。","Carregador tipo caixa destacável de segunda mão para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 30 munições calibre 5.56x45mm.","联盟部队使用的兼容式突击步枪的可拆卸售后市场盒式弹匣。可容纳最多30发5.56x45毫米子弹。",
"STR_cfgMagazines_real_Mag_CMAG_40Rnd0","40rd Pmag Mag","40rd Pmag Mag","Zásobník Pmag, 40 ran","40-Schuss-Pmag-Magazin","Магазин Pmag, 40 пат.","Magazynek Pmag, 40-n.","40rd Pmag Mag","Caricatore Pmag 40 clp","Cargador Pmag, 40 p.","Chargeur 40 balles Pmag","40 發 Pmag 彈匣","40rd Pmag マガジン","Carregador 40 mun. Pmag","40 发 Pmag 弹匣",
"STR_cfgMagazines_real_Mag_CMAG_40Rnd1","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 40 rounds of 5.56x45mm.","Detachable aftermarket box magazine for compliant assault rifles used by NATO forces. Holds up to 40 rounds of 5.56x45mm.","Odnímatelný náhradní schránkový zásobník do odpovídajících útočných pušek aliančních sil. Pojme až 40 nábojů ráže 5,56x45 mm.","Abnehmbares Aftermarket-Kastenmagazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 40 Schuss 5,56x45mm-Munition.","Съемный нештатный коробчатый магазин для штурмовых винтовок состоящих на вооружении сил NATO. Вмещает до 40 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek z rynku wtórnego do karabinów szturmowych używanych przez siły przymierza. Mieści 40 naboi 5,56x45 mm.","Detachable aftermarket box magazine for compliant assault rifles used by alliance forces. Holds up to 40 rounds of 5.56x45mm.","Caricatore estraibile aftermarket per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 40 munizioni calibro 5.56x45 mm.","Un cargador desmontable no oficial para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 40 proyectiles de 5,56x45 mm.","Un chargeur amovible d'accessoiriste pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 40 balles de calibre 5,56x45 mm.","可拆卸式雜牌彈匣，適用於盟軍的某些突擊步槍。最多能裝 40 發 5.56x45mm 子彈。","同盟軍によって使用される、規約に準拠したアサルトライフルのための取り外し可能なアフターマーケットの箱弾倉。5.56x45mm を最大 40 発装填できる。","Carregador tipo caixa destacável de segunda mão para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 40 munições calibre 5.56x45mm.","联盟部队使用的兼容式突击步枪的可拆卸售后市场盒式弹匣。可容纳最多40发5.56x45毫米子弹。",
"STR_cfgMagazines_real_Mag_CZ527_5Rnd0","5rd CZ 527 Mag","5rd CZ 527 Mag","Zásobník CZ 527, 5 ran","5-Schuss-CZ 527-Magazin","Магазин CZ 527, 5 пат.","Magazynek CZ 527, 5-n.","5rd CZ 527 Mag","Caricatore CZ 527 5 clp","Cargador CZ 527, 5 p.","Chargeur 5 balles CZ 527","5 發 CZ 527 彈匣","5rd CZ 527 マガジン","Carregador 5 mun. CZ 527","5 发 CZ 527 弹匣",
"STR_cfgMagazines_real_Mag_CZ527_5Rnd1","Detachable box magazine for the CZ 527 rifle. Holds up to 5 rounds of 7.62x39mm.","Detachable box magazine for the CZ 527 rifle. Holds up to 5 rounds of 7.62x39mm.","Odnímatelný schránkový zásobník na pušku CZ 527. Pojme až 5 nábojů ráže 7,62x39 mm.","Abnehmbares Kastenmagazin für das CZ 527-Gewehr. Fasst bis zu 5 Schuss 7.62x39mm-Munition.","Съемный коробчатый магазин для винтовки CZ 527. Вмещает до 5 патронов калибра 7,62x39 мм.","Zewnętrzny magazynek pudełkowy do karabinu CZ 527. Mieści 5 naboi 7,62x39 mm.","Detachable box magazine for the CZ 527 rifle. Holds up to 5 rounds of 7.62x39mm.","Caricatore estraibile per fucile CZ 527. Contiene fino a 5 munizioni calibro 7.62x39 mm.","Un cargador desmontable para el fusil CZ 527. Contiene hasta 5 proyectiles de 7,62x39 mm.","Un chargeur amovible pour fusil d'assaut CZ 527. Contient jusqu'à 5 balles de calibre 7,62x39 mm.","可拆卸式盒裝彈匣，適用 CZ 527 步槍。最多能裝 5 發 7.62x39mm 子彈。","CZ 527 ライフルのための取り外し可能な箱弾倉。7.62x39mm を最大 5 発装填できる。","Carregador tipo caixa destacável para fuzil CZ 527. Armazena até 5 munições calibre 7.62x39mm.","CZ 527 步枪的可拆卸弹匣。最多可容纳 5 发 7.62x39mm 子弹。",
"STR_cfgMagazines_real_Mag_CZ550_10Rnd0","10rd CZ 550 Mag","10rd CZ 550 Mag","Zásobník CZ 550, 10 ran","10-Schuss-CZ 550 Magazin","Магазин CZ 550, 10 пат.","Magazynek CZ 550, 10-n.","10rd CZ 550 Mag","Caricatore CZ 550 10 clp","Cargador CZ 550, 10 p.","Chargeur 10 balles CZ 550","10 發 CZ 550 彈匣","10rd CZ 550 マガジン","Carregador 10 mun. CZ 550","10 发 CZ 550 弹匣",
"STR_cfgMagazines_real_Mag_CZ550_10Rnd1","Detachable magazine for the CZ 550 rifle. Holds up to 10 rounds of .308 WIN.","Detachable magazine for the CZ 550 rifle. Holds up to 10 rounds of .308 WIN.","Odnímatelný schránkový zásobník do pušky CZ 550. Pojme až 10 nábojů ráže .308 WIN.","Abnehmbares Magazin für das CZ 550 Gewehr. Fasst bis zu 10 Schuss .308-WIN-Munition.","Съемный магазин для винтовки CZ 550. Вмещает до 10 патронов калибра .308 WIN.","Zewnętrzny magazynek do karabinu CZ 550. Mieści 10 naboi .308 WIN.","Detachable magazine for the CZ 550 rifle. Holds up to 10 rounds of .308 WIN.","Caricatore estraibile per fucile CZ 550. Contiene fino a 10 munizioni calibro .308 WIN.","Un cargador desmontable para el fusil CZ 550. Contiene hasta 10 proyectiles de .308 WIN.","Un chargeur amovible pour fusil CZ 550. Contient jusqu'à 10 balles de calibre .308 WIN.","可拆卸式彈匣，適用 CZ 550 步槍。最多能裝 10 發 .308 WIN 子彈。","CZ 550 ライフルのための着脱式マガジン。.308 WIN を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzil CZ 550. Armazena até 10 munições calibre .308 WIN.","CZ 550 步枪的可拆卸弹匣。最多可容纳 10 发 .308 WIN 子弹。",
"STR_cfgMagazines_real_Mag_CZ550_4Rnd0","4rd CZ 550 Mag","4rd CZ 550 Mag","Zásobník CZ 550, 4 ran","4-Schuss-CZ 550 Magazin","Магазин CZ 550, 4 пат.","Magazynek CZ 550, 4-n.","4rd CZ 550 Mag","Caricatore CZ 550 4 clp","Cargador CZ 550, 4 p.","Chargeur 4 balles CZ 550","4 發 CZ 550 彈匣","4rd CZ 550 マガジン","Carregador 4 mun. CZ 550","4 发 CZ 550 弹匣",
"STR_cfgMagazines_real_Mag_CZ550_4Rnd1","Detachable magazine for the CZ 550 rifle. Holds up to 4 rounds of .308 WIN.","Detachable magazine for the CZ 550 rifle. Holds up to 4 rounds of .308 WIN.","Odnímatelný schránkový zásobník do pušky CZ 550. Pojme až 4 nábojů ráže .308 WIN.","Abnehmbares Magazin für das CZ 550-Gewehr. Fasst bis zu 4 Schuss .308-WIN-Munition.","Съемный магазин для винтовки CZ 550. Вмещает до 4 патронов калибра .308 WIN.","Zewnętrzny magazynek do karabinu CZ 550. Mieści 4 naboi .308 WIN.","Detachable magazine for the CZ 550 rifle. Holds up to 4 rounds of .308 WIN.","Caricatore estraibile per fucile CZ 550. Contiene fino a 4 munizioni calibro .308 WIN.","Un cargador desmontable para el fusil CZ 550. Contiene hasta 4 proyectiles de .308 WIN.","Un chargeur amovible pour fusil CZ 550. Contient jusqu'à 4 balles de calibre .308 WIN.","可拆卸式彈匣，適用 CZ 550 步槍。最多能裝 4 發 .308 WIN 子彈。","CZ 550 ライフルのための着脱式マガジン。.308 WIN を最大 4 発装填できる。","Carregador tipo caixa destacável para fuzil CZ 550. Armazena até 4 munições calibre .308 WIN.","CZ 550 步枪的可拆卸弹匣。最多可容纳 4 发 .308 WIN 子弹。",
"STR_cfgMagazines_real_Mag_CZ61_20Rnd0","20rd Vz. 64 Skorpion Mag","20rd Vz. 64 Skorpion Mag","Zásobník Vz. 64 Skorpion, 20 ran","20-Schuss-Vz. 64 Skorpion-Magazin","Магазин Vz. 64 Skorpion, 20 пат.","Magazynek Vz. 64 Skorpion, 20-n.","20rd Vz. 64 Skorpion Mag","Caricatore Vz. 64 Skorpion 20 clp","Cargador Vz. 64 Skorpion, 20 p.","Chargeur 20 balles Vz. 64 Skorpion","20 發 Vz. 64 Skorpion 彈匣","20rd Vz. 64 Skorpion マガジン","Carregador 20 mun. Vz. 64 Skorpion","20 发 Vz. 64 Skorpion 弹匣",
"STR_cfgMagazines_real_Mag_CZ61_20Rnd1","Detachable box magazine for Vz. 64 Skorpion submachine gun. Holds up to 20 rounds of .380 ACP.","Detachable box magazine for Vz. 64 Skorpion submachine gun. Holds up to 20 rounds of .380 ACP.","Odnímatelný schránkový zásobník na samopal Vz. 64 Skorpion. Pojme až 20 nábojů ráže .380 ACP.","Abnehmbares Kastenmagazin für die Vz. 64 Skorpion-Maschinenpistole. Fasst bis zu 20 Schuss .380 ACP-Munition.","Съемный коробчатый магазин для пистолета-пулемета Vz. 64 Skorpion. Вмещает до 20 патронов калибра .380 ACP.","Zewnętrzny magazynek pudełkowy do pistoletu maszynowego Vz. 64 Skorpion. Mieści 20 naboi .380 ACP.","Detachable box magazine for Vz. 64 Skorpion submachine gun. Holds up to 20 rounds of .380 ACP.","Caricatore estraibile per mitra Vz. 64 Skorpion. Contiene fino a 20 munizioni calibro .380 ACP.","Un cargador desmontable para la metralleta Vz. 64 Skorpion. Contiene hasta 20 proyectiles de .380 ACP.","Un chargeur amovible pour pistolet mitrailleur Vz. 64 Skorpion. Contient jusqu'à 20 balles de calibre .380 ACP.","可拆卸式盒裝彈匣，適用 Vz. 64 Skorpion 機關槍。最多能裝 20 發 .380 ACP 子彈。","CZ Vz. 64 Skorpion サブマシンガン用の取り外し可能なボックスマガジン。.380 ACP を最大 20 発装填できる。","Carregador tipo caixa destacável para submetralhadora Vz. 64 Skorpion. Armazena até 20 munições calibre .380 ACP.","CZ Vz. 64 Skorpion 冲锋枪的可拆卸弹匣。可容纳最多 20 发 .380 ACP 子弹。",
"STR_cfgMagazines_real_Mag_CZ75_15Rnd0","15rd CZ 75 Mag","15rd CZ 75 Mag","Zásobník CZ 75, 15 ran","15-Schuss-CZ 75-Magazin","Магазин CZ 75, 15 пат.","Magazynek CZ 75, 15-n.","15rd CZ 75 Mag","Caricatore CZ 75 15 clp","Cargador CZ 75, 15 p.","Chargeur 15 balles CZ 75","15 發 CZ 75 彈匣","15rd CZ 75 マガジン","Carregador 15 mun. CZ 75","15 发 CZ 75 弹匣",
